"OCCUR_DATE","Latitude","Longitude","X_COORD_CD","Y_COORD_CD"
"04/01/2019",40.823055808,-73.904528301,"1010674","239150"
"03/31/2019",40.657757888,-73.9517740539999,"997631","178916"
"03/31/2019",40.67984749,-73.939384473,"1001063","186966"
"03/31/2019",40.6622133220001,-73.8863759979999,"1015774","180556"
"03/31/2019",40.811410352,-73.927711913,"1004261","234901"
"03/31/2019",40.811410352,-73.927711913,"1004261","234901"
"03/30/2019",40.6737250730001,-73.9473535549999,"998854","184734"
"03/30/2019",40.6549509710001,-73.961723173,"994871","177892"
"03/30/2019",40.6549509710001,-73.961723173,"994871","177892"
"03/30/2019",40.679980738,-73.7762339069999,"1046315","187088"
"03/30/2019",40.679980738,-73.7762339069999,"1046315","187088"
"03/28/2019",40.74744008,-73.925467941,"1004902","211595"
"03/27/2019",40.851705361,-73.931994893,"1003064","249581"
"03/26/2019",40.6811342840001,-73.964455485,"994109","187431"
"03/25/2019",40.808044688,-73.911102561,"1008860","233679"
"03/24/2019",40.6218733310001,-73.918990849,"1006739","165849"
"03/23/2019",40.5958691210001,-73.7818954319999,"1044821","156440"
"03/23/2019",40.886802591,-73.84687149,"1026591","262398"
"03/23/2019",40.697549404,-73.9467180619999,"999025","193414"
"03/22/2019",40.8426463260001,-73.8936829209999,"1013667","246291"
"03/22/2019",40.8426463260001,-73.8936829209999,"1013667","246291"
"03/22/2019",40.6789547890001,-73.963987956,"994239","186637"
"03/22/2019",40.827368726,-73.902404685,"1011260","240722"
"03/21/2019",40.6957700930001,-73.978252309,"990281","192762"
"03/21/2019",40.8142869440001,-73.92364456,"1005386","235950"
"03/21/2019",40.8142869440001,-73.92364456,"1005386","235950"
"03/21/2019",40.660813449,-73.8782938529999,"1018017","180049"
"03/21/2019",40.834516921,-73.917709256,"1007022","243322"
"03/20/2019",40.6831726990001,-73.745734613,"1054771","188274"
"03/19/2019",40.6656990860001,-73.8808442059999,"1017307","181828"
"03/19/2019",40.6656990860001,-73.8808442059999,"1017307","181828"
"03/18/2019",40.803424497,-73.958014908,"995874","231986"
"03/18/2019",40.794943941,-73.9407532119999,"1000655","228899"
"03/18/2019",40.794943941,-73.9407532119999,"1000655","228899"
"03/18/2019",40.794943941,-73.9407532119999,"1000655","228899"
"03/17/2019",40.8832220900001,-73.8499681389999,"1025737","261092"
"03/17/2019",40.6746343980001,-73.881866507,"1017019","185083"
"03/17/2019",40.797349368,-73.937529411,"1001547","229776"
"03/16/2019",40.694323792,-73.775634028,"1046468","192314"
"03/16/2019",40.6985444110001,-73.949836781,"998160","193776"
"03/16/2019",40.8119865080001,-73.947576544,"998762","235107"
"03/15/2019",40.718658885,-73.83770523,"1029239","201142"
"03/15/2019",40.664069312,-73.8986822479999,"1012359","181228"
"03/13/2019",40.5916161280001,-74.109121226,"953944","154834"
"03/12/2019",40.6708175900001,-73.9351100869999,"1002251","183677"
"03/12/2019",40.6667101640001,-73.874051228,"1019191","182199"
"03/12/2019",40.6757277460001,-73.921495901,"1006026","185469"
"03/12/2019",40.670036398,-73.908427866,"1009653","183399"
"03/11/2019",40.682103662,-73.921207168,"1006104","187792"
"03/11/2019",40.6875655630001,-73.9389519759999,"1001181","189778"
"03/11/2019",40.6875655630001,-73.9389519759999,"1001181","189778"
"03/10/2019",40.695758229,-73.949283518,"998314","192761"
"03/10/2019",40.7416514880001,-73.978168769,"990300","209478"
"03/09/2019",40.7681038540001,-73.825216375,"1032665","219163"
"03/09/2019",40.7681038540001,-73.825216375,"1032665","219163"
"03/09/2019",40.828578104,-73.904437269,"1010697","241162"
"03/09/2019",40.679871452,-73.851128675,"1025542","187004"
"03/09/2019",40.800252583,-73.941409462,"1000472","230833"
"03/09/2019",40.8156357760001,-73.8969305539999,"1012780","236449"
"03/06/2019",40.5992926980001,-73.991744317,"986543","157612"
"03/05/2019",40.6883524340001,-73.954903418,"996757","190062"
"03/05/2019",40.665029492,-73.7650197689999,"1049440","181649"
"03/05/2019",40.840094089,-73.9138317119999,"1008093","245355"
"03/04/2019",40.680487139,-73.925553583,"1004899","187202"
"03/04/2019",40.8661996350001,-73.82296281,"1033217","254904"
"03/02/2019",40.6713598200001,-73.881811023,"1017036","183890"
"03/02/2019",40.6704581220001,-73.7933276859999,"1041582","183607"
"02/28/2019",40.797142287,-73.945966574,"999211","229699"
"02/27/2019",40.861820186,-73.924146734,"1005232","253268"
"02/26/2019",40.7028460500001,-73.787049144,"1043295","195411"
"02/26/2019",40.5769954900001,-73.981523609,"989383","149489"
"02/25/2019",40.735320212,-73.848226348,"1026312","207207"
"02/24/2019",40.8302116020001,-73.911820942,"1008653","241755"
"02/24/2019",40.6699681420001,-73.9088857739999,"1009526","183374"
"02/24/2019",40.6699681420001,-73.9088857739999,"1009526","183374"
"02/23/2019",40.8179418330001,-73.847785022,"1026382","237309"
"02/23/2019",40.814050566,-73.9366900529999,"1001775","235861"
"02/22/2019",40.636496682,-73.951530002,"997703","171170"
"02/22/2019",40.6507026700001,-73.912616779,"1008498","176354"
"02/22/2019",40.5997729700001,-73.760218755,"1050837","157878"
"02/22/2019",40.5997729700001,-73.760218755,"1050837","157878"
"02/22/2019",40.753784232,-73.834324297,"1030152","213941"
"02/22/2019",40.848308994,-73.90342578,"1010969","248351"
"02/19/2019",40.6771819190001,-73.92476773,"1005118","185998"
"02/19/2019",40.6771819190001,-73.92476773,"1005118","185998"
"02/18/2019",40.821427682,-73.9143689319999,"1007951","238554"
"02/18/2019",40.891040194,-73.838666007,"1028857","263946"
"02/17/2019",40.6309390160001,-73.918479066,"1006878","169152"
"02/17/2019",40.756275434,-73.9450143289999,"999484","214810"
"02/16/2019",40.8715049,-73.888672345,"1015040","256807"
"02/14/2019",40.834429577,-73.940891511,"1000607","243285"
"02/12/2019",40.694338305,-73.826964,"1032234","192287"
"02/12/2019",40.694338305,-73.826964,"1032234","192287"
"02/12/2019",40.694338305,-73.826964,"1032234","192287"
"02/12/2019",40.694338305,-73.826964,"1032234","192287"
"02/12/2019",40.822802482,-73.900326617,"1011837","239059"
"02/12/2019",40.75166748,-73.83394337,"1030259","213170"
"02/11/2019",40.6749107480001,-73.870838018,"1020078","185188"
"02/11/2019",40.6760106570001,-73.867764291,"1020930","185590"
"02/10/2019",40.828578104,-73.904437269,"1010697","241162"
"02/10/2019",40.869856423,-73.915883,"1007515","256198"
"02/09/2019",40.862681292,-73.86599763,"1021316","253601"
"02/09/2019",40.7973000860001,-73.94892806,"998391","229756"
"02/08/2019",40.8181661240001,-73.906244198,"1010201","237368"
"02/08/2019",40.8181661240001,-73.906244198,"1010201","237368"
"02/06/2019",40.6792260830001,-73.9279741679999,"1004228","186742"
"02/06/2019",40.6792260830001,-73.9279741679999,"1004228","186742"
"02/06/2019",40.6792260830001,-73.9279741679999,"1004228","186742"
"02/06/2019",40.6792260830001,-73.9279741679999,"1004228","186742"
"02/06/2019",40.6792260830001,-73.9279741679999,"1004228","186742"
"02/06/2019",40.6792260830001,-73.9279741679999,"1004228","186742"
"02/06/2019",40.7057417190001,-73.93951602,"1001020","196400"
"02/05/2019",40.6066648550001,-73.756149603,"1051960","160392"
"02/04/2019",40.813474015,-73.947286365,"998842","235649"
"02/04/2019",40.687864317,-73.9493904839999,"998286","189885"
"02/04/2019",40.579162625,-74.000372232,"984147","150278"
"02/04/2019",40.579162625,-74.000372232,"984147","150278"
"02/04/2019",40.579162625,-74.000372232,"984147","150278"
"02/04/2019",40.579162625,-74.000372232,"984147","150278"
"02/03/2019",40.640913077,-73.93023513,"1003612","172783"
